TBM8,Daher TBM 850,https://en.wikipedia.org//wiki/Daher_TBM
TBM9,Daher TBM 900,https://en.wikipedia.org//wiki/Daher_TBM
TBM9,Daher TBM 910,https://en.wikipedia.org//wiki/Daher_TBM
TBM9,Daher TBM 930,https://en.wikipedia.org//wiki/Daher_TBM
TBM9,Daher TBM 940,https://en.wikipedia.org//wiki/Daher_TBM
TBM9,Daher TBM 960,https://en.wikipedia.org//wiki/Daher_TBM
TRIS,Pilatus Britten-Norman BN-2A Mk III Trislander,https://en.wikipedia.org//wiki/Britten-Norman_Trislander
V22,Bell Boeing V-22 Osprey,https://en.wikipedia.org//wiki/Bell_Boeing_V-22_Osprey
WW24,Israel Aircraft Industries 1124 Westwind,https://en.wikipedia.org//wiki/IAI_Westwind
Y12,Harbin Y-12,https://en.wikipedia.org//wiki/Harbin_Y-12
YK40,Yakovlev Yak-40,https://en.wikipedia.org//wiki/Yakovlev_Yak-40
YK42,Yakovlev Yak-42,https://en.wikipedia.org//wiki/Yakovlev_Yak-42
YS11,NAMC YS-11,https://en.wikipedia.org//wiki/NAMC_YS-11
